"Geslacht";"Type werkenden";"Bedrijfstakken/branches (SBI 2008)";"Perioden";"Werkzame personen (x 1 000)";"Banen (x 1 000)";"Arbeidsjaren (x 1 000)";"Gewerkte uren (mln uren)"
"Vrouwen";"Totaal";"N Verhuur en overige zakelijke diensten";"2014";"     556";"     687";"     299";"     527"
"Vrouwen";"Totaal";"N Verhuur en overige zakelijke diensten";"2015";"     583";"     717";"     317";"     556"
"Vrouwen";"Totaal";"N Verhuur en overige zakelijke diensten";"2016";"     608";"     744";"     337";"     591"
"Vrouwen";"Totaal";"N Verhuur en overige zakelijke diensten";"2017*";"     635";"     774";"     356";"     629"
"Vrouwen";"Totaal";"N Verhuur en overige zakelijke diensten";"2018*";"     656";"     798";"     375";"     658"
"Vrouwen";"Totaal";"O-Q Overheid en zorg";"2008";"    1509";"    1655";"    1079";"    1701"
"Vrouwen";"Totaal";"O-Q Overheid en zorg";"2009";"    1557";"    1712";"    1114";"    1767"
"Vrouwen";"Totaal";"O-Q Overheid en zorg";"2010";"    1652";"    1813";"    1188";"    1844"
"Vrouwen";"Totaal";"O-Q Overheid en zorg";"2011";"    1676";"    1849";"    1209";"    1876"
"Vrouwen";"Totaal";"O-Q Overheid en zorg";"2012";"    1688";"    1861";"    1217";"    1894"
"Vrouwen";"Totaal";"O-Q Overheid en zorg";"2013";"    1680";"    1849";"    1212";"    1890"
"Vrouwen";"Totaal";"O-Q Overheid en zorg";"2014";"    1655";"    1820";"    1203";"    1884"
"Vrouwen";"Totaal";"O-Q Overheid en zorg";"2015";"    1638";"    1806";"    1195";"    1869"
"Vrouwen";"Totaal";"O-Q Overheid en zorg";"2016";"    1645";"    1815";"    1208";"    1902"
"Vrouwen";"Totaal";"O-Q Overheid en zorg";"2017*";"    1677";"    1848";"    1226";"    1938"
"Vrouwen";"Totaal";"O-Q Overheid en zorg";"2018*";"    1717";"    1893";"    1257";"    1984"
"Vrouwen";"Totaal";"O Openbaar bestuur en overheidsdiensten";"2008";"     179";"     184";"     144";"     230"
"Vrouwen";"Totaal";"O Openbaar bestuur en overheidsdiensten";"2009";"     188";"     193";"     151";"     243"
"Vrouwen";"Totaal";"O Openbaar bestuur en overheidsdiensten";"2010";"     201";"     206";"     169";"     268"
"Vrouwen";"Totaal";"O Openbaar bestuur en overheidsdiensten";"2011";"     195";"     200";"     164";"     259"
"Vrouwen";"Totaal";"O Openbaar bestuur en overheidsdiensten";"2012";"     194";"     200";"     164";"     259"
"Vrouwen";"Totaal";"O Openbaar bestuur en overheidsdiensten";"2013";"     195";"     200";"     165";"     261"
"Vrouwen";"Totaal";"O Openbaar bestuur en overheidsdiensten";"2014";"     193";"     198";"     164";"     262"
"Vrouwen";"Totaal";"O Openbaar bestuur en overheidsdiensten";"2015";"     190";"     195";"     163";"     256"
"Vrouwen";"Totaal";"O Openbaar bestuur en overheidsdiensten";"2016";"     192";"     197";"     165";"     260"
"Vrouwen";"Totaal";"O Openbaar bestuur en overheidsdiensten";"2017*";"     198";"     203";"     170";"     267"
"Vrouwen";"Totaal";"O Openbaar bestuur en overheidsdiensten";"2018*";"     204";"     209";"     176";"     275"
"Vrouwen";"Totaal";"P Onderwijs";"2008";"     296";"     320";"     219";"     347"
"Vrouwen";"Totaal";"P Onderwijs";"2009";"     301";"     326";"     223";"     353"
"Vrouwen";"Totaal";"P Onderwijs";"2010";"     319";"     345";"     235";"     369"
"Vrouwen";"Totaal";"P Onderwijs";"2011";"     322";"     351";"     235";"     369"
"Vrouwen";"Totaal";"P Onderwijs";"2012";"     322";"     352";"     235";"     366"
"Vrouwen";"Totaal";"P Onderwijs";"2013";"     321";"     351";"     235";"     365"
"Vrouwen";"Totaal";"P Onderwijs";"2014";"     322";"     353";"     237";"     371"
"Vrouwen";"Totaal";"P Onderwijs";"2015";"     325";"     359";"     241";"     379"
"Vrouwen";"Totaal";"P Onderwijs";"2016";"     331";"     366";"     249";"     393"
"Vrouwen";"Totaal";"P Onderwijs";"2017*";"     335";"     371";"     252";"     398"
"Vrouwen";"Totaal";"P Onderwijs";"2018*";"     341";"     378";"     256";"     408"
"Vrouwen";"Totaal";"Q Gezondheids- en welzijnszorg";"2008";"    1033";"    1151";"     716";"    1123"
"Vrouwen";"Totaal";"Q Gezondheids- en welzijnszorg";"2009";"    1069";"    1193";"     740";"    1171"
"Vrouwen";"Totaal";"Q Gezondheids- en welzijnszorg";"2010";"    1133";"    1262";"     784";"    1207"
"Vrouwen";"Totaal";"Q Gezondheids- en welzijnszorg";"2011";"    1159";"    1298";"     810";"    1248"
"Vrouwen";"Totaal";"Q Gezondheids- en welzijnszorg";"2012";"    1172";"    1310";"     818";"    1269"
"Vrouwen";"Totaal";"Q Gezondheids- en welzijnszorg";"2013";"    1164";"    1297";"     812";"    1264"
"Vrouwen";"Totaal";"Q Gezondheids- en welzijnszorg";"2014";"    1140";"    1269";"     801";"    1251"
"Vrouwen";"Totaal";"Q Gezondheids- en welzijnszorg";"2015";"    1123";"    1251";"     791";"    1233"
"Vrouwen";"Totaal";"Q Gezondheids- en welzijnszorg";"2016";"    1121";"    1251";"     794";"    1248"
"Vrouwen";"Totaal";"Q Gezondheids- en welzijnszorg";"2017*";"    1144";"    1275";"     804";"    1273"
"Vrouwen";"Totaal";"Q Gezondheids- en welzijnszorg";"2018*";"    1172";"    1306";"     826";"    1301"
"Vrouwen";"Totaal";"R-U Cultuur, recreatie, overige diensten";"2008";"     227";"     283";"     170";"     307"
"Vrouwen";"Totaal";"R-U Cultuur, recreatie, overige diensten";"2009";"     232";"     294";"     177";"     317"
"Vrouwen";"Totaal";"R-U Cultuur, recreatie, overige diensten";"2010";"     231";"     294";"     178";"     314"
"Vrouwen";"Totaal";"R-U Cultuur, recreatie, overige diensten";"2011";"     238";"     308";"     182";"     320"
"Vrouwen";"Totaal";"R-U Cultuur, recreatie, overige diensten";"2012";"     237";"     305";"     180";"     321"
"Vrouwen";"Totaal";"R-U Cultuur, recreatie, overige diensten";"2013";"     235";"     299";"     180";"     325"
"Vrouwen";"Totaal";"R-U Cultuur, recreatie, overige diensten";"2014";"     237";"     302";"     181";"     324"
"Vrouwen";"Totaal";"R-U Cultuur, recreatie, overige diensten";"2015";"     236";"     304";"     180";"     327"
"Vrouwen";"Totaal";"R-U Cultuur, recreatie, overige diensten";"2016";"     242";"     311";"     188";"     347"
"Vrouwen";"Totaal";"R-U Cultuur, recreatie, overige diensten";"2017*";"     247";"     317";"     191";"     354"
"Vrouwen";"Totaal";"R-U Cultuur, recreatie, overige diensten";"2018*";"     252";"     323";"     196";"     362"
"Vrouwen";"Totaal";"R Cultuur, sport en recreatie";"2008";"      78";"      98";"      57";"     104"
"Vrouwen";"Totaal";"R Cultuur, sport en recreatie";"2009";"      79";"     100";"      58";"     106"
"Vrouwen";"Totaal";"R Cultuur, sport en recreatie";"2010";"      78";"      99";"      58";"     103"
"Vrouwen";"Totaal";"R Cultuur, sport en recreatie";"2011";"      80";"     102";"      58";"     106"
"Vrouwen";"Totaal";"R Cultuur, sport en recreatie";"2012";"      80";"     102";"      57";"     106"
"Vrouwen";"Totaal";"R Cultuur, sport en recreatie";"2013";"      79";"     101";"      58";"     108"
"Vrouwen";"Totaal";"R Cultuur, sport en recreatie";"2014";"      81";"     103";"      58";"     106"
"Vrouwen";"Totaal";"R Cultuur, sport en recreatie";"2015";"      81";"     104";"      59";"     107"
"Vrouwen";"Totaal";"R Cultuur, sport en recreatie";"2016";"      84";"     107";"      63";"     117"
"Vrouwen";"Totaal";"R Cultuur, sport en recreatie";"2017*";"      86";"     110";"      64";"     120"
"Vrouwen";"Totaal";"R Cultuur, sport en recreatie";"2018*";"      88";"     113";"      66";"     123"
"Vrouwen";"Totaal";"S Overige dienstverlening";"2008";"     130";"     156";"     104";"     188"
"Vrouwen";"Totaal";"S Overige dienstverlening";"2009";"     133";"     160";"     107";"     194"
"Vrouwen";"Totaal";"S Overige dienstverlening";"2010";"     136";"     163";"     110";"     194"
"Vrouwen";"Totaal";"S Overige dienstverlening";"2011";"     139";"     166";"     113";"     197"
"Vrouwen";"Totaal";"S Overige dienstverlening";"2012";"     138";"     165";"     112";"     196"
"Vrouwen";"Totaal";"S Overige dienstverlening";"2013";"     138";"     165";"     111";"     198"
"Vrouwen";"Totaal";"S Overige dienstverlening";"2014";"     139";"     166";"     111";"     198"
"Vrouwen";"Totaal";"S Overige dienstverlening";"2015";"     136";"     166";"     110";"     202"
"Vrouwen";"Totaal";"S Overige dienstverlening";"2016";"     140";"     170";"     114";"     210"
"Vrouwen";"Totaal";"S Overige dienstverlening";"2017*";"     142";"     172";"     114";"     213"
"Vrouwen";"Totaal";"S Overige dienstverlening";"2018*";"     144";"     174";"     116";"     216"
"Vrouwen";"Totaal";"T Huishoudens";"2008";"      19";"      30";"       9";"      15"
"Vrouwen";"Totaal";"T Huishoudens";"2009";"      20";"      34";"      11";"      18"
"Vrouwen";"Totaal";"T Huishoudens";"2010";"      17";"      32";"      10";"      17"
"Vrouwen";"Totaal";"T Huishoudens";"2011";"      19";"      40";"      11";"      17"
"Vrouwen";"Totaal";"T Huishoudens";"2012";"      19";"      39";"      11";"      18"
"Vrouwen";"Totaal";"T Huishoudens";"2013";"      17";"      33";"      12";"      19"
"Vrouwen";"Totaal";"T Huishoudens";"2014";"      18";"      33";"      12";"      19"
"Vrouwen";"Totaal";"T Huishoudens";"2015";"      18";"      34";"      11";"      18"
"Vrouwen";"Totaal";"T Huishoudens";"2016";"      19";"      34";"      12";"      19"
"Vrouwen";"Totaal";"T Huishoudens";"2017*";"      20";"      35";"      13";"      21"
"Vrouwen";"Totaal";"T Huishoudens";"2018*";"      20";"      36";"      13";"      23"
"Vrouwen";"Totaal";"U Extraterritoriale organisaties";"2008";"       .";"       .";"       .";"       ."
"Vrouwen";"Totaal";"U Extraterritoriale organisaties";"2009";"       .";"       .";"       .";"       ."
"Vrouwen";"Totaal";"U Extraterritoriale organisaties";"2010";"       .";"       .";"       .";"       ."
"Vrouwen";"Totaal";"U Extraterritoriale organisaties";"2011";"       .";"       .";"       .";"       ."
"Vrouwen";"Totaal";"U Extraterritoriale organisaties";"2012";"       .";"       .";"       .";"       ."
"Vrouwen";"Totaal";"U Extraterritoriale organisaties";"2013";"       .";"       .";"       .";"       ."
"Vrouwen";"Totaal";"U Extraterritoriale organisaties";"2014";"       .";"       .";"       .";"       ."
"Vrouwen";"Totaal";"U Extraterritoriale organisaties";"2015";"       .";"       .";"       .";"       ."
"Vrouwen";"Totaal";"U Extraterritoriale organisaties";"2016";"       .";"       .";"       .";"       ."
"Vrouwen";"Totaal";"U Extraterritoriale organisaties";"2017*";"       .";"       .";"       .";"       ."
"Vrouwen";"Totaal";"U Extraterritoriale organisaties";"2018*";"       .";"       .";"       .";"       ."
"Vrouwen";"Werknemers";"A-U Alle economische activiteiten";"2008";"    3370";"    3640";"    2358";"    3867"
"Vrouwen";"Werknemers";"A-U Alle economische activiteiten";"2009";"    3381";"    3653";"    2357";"    3861"
"Vrouwen";"Werknemers";"A-U Alle economische activiteiten";"2010";"    3428";"    3694";"    2378";"    3798"
"Vrouwen";"Werknemers";"A-U Alle economische activiteiten";"2011";"    3459";"    3742";"    2391";"    3839"
"Vrouwen";"Werknemers";"A-U Alle economische activiteiten";"2012";"    3459";"    3740";"    2389";"    3828"
"Vrouwen";"Werknemers";"A-U Alle economische activiteiten";"2013";"    3420";"    3686";"    2362";"    3797"
"Vrouwen";"Werknemers";"A-U Alle economische activiteiten";"2014";"    3403";"    3668";"    2354";"    3809"
"Vrouwen";"Werknemers";"A-U Alle economische activiteiten";"2015";"    3425";"    3698";"    2375";"    3837"
"Vrouwen";"Werknemers";"A-U Alle economische activiteiten";"2016";"    3474";"    3749";"    2426";"    3939"
"Vrouwen";"Werknemers";"A-U Alle economische activiteiten";"2017*";"    3566";"    3850";"    2493";"    4059"
"Vrouwen";"Werknemers";"A-U Alle economische activiteiten";"2018*";"    3674";"    3968";"    2584";"    4202"
"Vrouwen";"Werknemers";"A Landbouw, bosbouw en visserij";"2008";"      35";"      40";"      22";"      38"
"Vrouwen";"Werknemers";"A Landbouw, bosbouw en visserij";"2009";"      34";"      39";"      22";"      39"
"Vrouwen";"Werknemers";"A Landbouw, bosbouw en visserij";"2010";"      33";"      37";"      20";"      35"
"Vrouwen";"Werknemers";"A Landbouw, bosbouw en visserij";"2011";"      33";"      37";"      21";"      36"
"Vrouwen";"Werknemers";"A Landbouw, bosbouw en visserij";"2012";"      33";"      37";"      20";"      35"
"Vrouwen";"Werknemers";"A Landbouw, bosbouw en visserij";"2013";"      32";"      36";"      21";"      36"
"Vrouwen";"Werknemers";"A Landbouw, bosbouw en visserij";"2014";"      32";"      36";"      20";"      36"
"Vrouwen";"Werknemers";"A Landbouw, bosbouw en visserij";"2015";"      31";"      36";"      20";"      36"
"Vrouwen";"Werknemers";"A Landbouw, bosbouw en visserij";"2016";"      32";"      37";"      21";"      37"
"Vrouwen";"Werknemers";"A Landbouw, bosbouw en visserij";"2017*";"      33";"      38";"      22";"      39"
"Vrouwen";"Werknemers";"A Landbouw, bosbouw en visserij";"2018*";"      34";"      39";"      23";"      41"
"Vrouwen";"Werknemers";"B Delfstoffenwinning";"2008";"       1";"       1";"       1";"       2"
"Vrouwen";"Werknemers";"B Delfstoffenwinning";"2009";"       1";"       1";"       1";"       2"
"Vrouwen";"Werknemers";"B Delfstoffenwinning";"2010";"       1";"       1";"       1";"       2"
"Vrouwen";"Werknemers";"B Delfstoffenwinning";"2011";"       1";"       1";"       1";"       2"
"Vrouwen";"Werknemers";"B Delfstoffenwinning";"2012";"       1";"       1";"       1";"       2"
"Vrouwen";"Werknemers";"B Delfstoffenwinning";"2013";"       1";"       1";"       1";"       2"
"Vrouwen";"Werknemers";"B Delfstoffenwinning";"2014";"       2";"       2";"       1";"       2"
"Vrouwen";"Werknemers";"B Delfstoffenwinning";"2015";"       2";"       2";"       1";"       3"
"Vrouwen";"Werknemers";"B Delfstoffenwinning";"2016";"       2";"       2";"       1";"       2"
"Vrouwen";"Werknemers";"B Delfstoffenwinning";"2017*";"       1";"       1";"       1";"       2"
"Vrouwen";"Werknemers";"B Delfstoffenwinning";"2018*";"       1";"       1";"       1";"       2"
"Vrouwen";"Werknemers";"B-E Nijverheid (geen bouw) en energie";"2008";"     183";"     190";"     142";"     244"
"Vrouwen";"Werknemers";"B-E Nijverheid (geen bouw) en energie";"2009";"     180";"     187";"     139";"     237"
"Vrouwen";"Werknemers";"B-E Nijverheid (geen bouw) en energie";"2010";"     175";"     181";"     132";"     220"
"Vrouwen";"Werknemers";"B-E Nijverheid (geen bouw) en energie";"2011";"     174";"     180";"     131";"     219"
"Vrouwen";"Werknemers";"B-E Nijverheid (geen bouw) en energie";"2012";"     172";"     179";"     130";"     217"
"Vrouwen";"Werknemers";"B-E Nijverheid (geen bouw) en energie";"2013";"     170";"     176";"     128";"     216"
"Vrouwen";"Werknemers";"B-E Nijverheid (geen bouw) en energie";"2014";"     169";"     175";"     128";"     216"
"Vrouwen";"Werknemers";"B-E Nijverheid (geen bouw) en energie";"2015";"     170";"     176";"     129";"     217"
"Vrouwen";"Werknemers";"B-E Nijverheid (geen bouw) en energie";"2016";"     171";"     177";"     131";"     220"
"Vrouwen";"Werknemers";"B-E Nijverheid (geen bouw) en energie";"2017*";"     173";"     180";"     133";"     222"
"Vrouwen";"Werknemers";"B-E Nijverheid (geen bouw) en energie";"2018*";"     177";"     184";"     137";"     228"
"Vrouwen";"Werknemers";"C Industrie";"2008";"     170";"     177";"     131";"     225"
"Vrouwen";"Werknemers";"C Industrie";"2009";"     167";"     173";"     127";"     217"
"Vrouwen";"Werknemers";"C Industrie";"2010";"     162";"     168";"     121";"     201"
"Vrouwen";"Werknemers";"C Industrie";"2011";"     161";"     167";"     120";"     200"
"Vrouwen";"Werknemers";"C Industrie";"2012";"     159";"     165";"     119";"     198"
"Vrouwen";"Werknemers";"C Industrie";"2013";"     156";"     162";"     117";"     196"
"Vrouwen";"Werknemers";"C Industrie";"2014";"     156";"     162";"     117";"     197"
"Vrouwen";"Werknemers";"C Industrie";"2015";"     156";"     162";"     118";"     197"
"Vrouwen";"Werknemers";"C Industrie";"2016";"     157";"     163";"     119";"     201"
"Vrouwen";"Werknemers";"C Industrie";"2017*";"     160";"     166";"     122";"     203"
"Vrouwen";"Werknemers";"C Industrie";"2018*";"     164";"     170";"     126";"     209"
"Vrouwen";"Werknemers";"D Energievoorziening";"2008";"       5";"       5";"       4";"       7"
"Vrouwen";"Werknemers";"D Energievoorziening";"2009";"       5";"       5";"       4";"       8"
"Vrouwen";"Werknemers";"D Energievoorziening";"2010";"       6";"       6";"       6";"       9"
"Vrouwen";"Werknemers";"D Energievoorziening";"2011";"       6";"       6";"       5";"       9"
"Vrouwen";"Werknemers";"D Energievoorziening";"2012";"       6";"       6";"       5";"       9"
"Vrouwen";"Werknemers";"D Energievoorziening";"2013";"       7";"       7";"       6";"      10"
"Vrouwen";"Werknemers";"D Energievoorziening";"2014";"       6";"       7";"       6";"       9"
"Vrouwen";"Werknemers";"D Energievoorziening";"2015";"       6";"       7";"       6";"       9"
"Vrouwen";"Werknemers";"D Energievoorziening";"2016";"       6";"       7";"       5";"       9"
"Vrouwen";"Werknemers";"D Energievoorziening";"2017*";"       7";"       7";"       6";"       9"
"Vrouwen";"Werknemers";"D Energievoorziening";"2018*";"       7";"       7";"       6";"       9"
"Vrouwen";"Werknemers";"E Waterbedrijven en afvalbeheer";"2008";"       6";"       7";"       5";"      10"
"Vrouwen";"Werknemers";"E Waterbedrijven en afvalbeheer";"2009";"       7";"       7";"       5";"      10"
"Vrouwen";"Werknemers";"E Waterbedrijven en afvalbeheer";"2010";"       6";"       6";"       4";"       7"
"Vrouwen";"Werknemers";"E Waterbedrijven en afvalbeheer";"2011";"       6";"       6";"       4";"       7"
"Vrouwen";"Werknemers";"E Waterbedrijven en afvalbeheer";"2012";"       6";"       6";"       4";"       7"
"Vrouwen";"Werknemers";"E Waterbedrijven en afvalbeheer";"2013";"       5";"       6";"       4";"       7"
"Vrouwen";"Werknemers";"E Waterbedrijven en afvalbeheer";"2014";"       5";"       6";"       4";"       7"
"Vrouwen";"Werknemers";"E Waterbedrijven en afvalbeheer";"2015";"       5";"       6";"       4";"       7"
"Vrouwen";"Werknemers";"E Waterbedrijven en afvalbeheer";"2016";"       6";"       6";"       4";"       7"
"Vrouwen";"Werknemers";"E Waterbedrijven en afvalbeheer";"2017*";"       6";"       6";"       5";"       8"
"Vrouwen";"Werknemers";"E Waterbedrijven en afvalbeheer";"2018*";"       6";"       6";"       5";"       8"
"Vrouwen";"Werknemers";"F Bouwnijverheid";"2008";"      39";"      42";"      31";"      54"
"Vrouwen";"Werknemers";"F Bouwnijverheid";"2009";"      38";"      41";"      29";"      52"
"Vrouwen";"Werknemers";"F Bouwnijverheid";"2010";"      37";"      40";"      26";"      44"
"Vrouwen";"Werknemers";"F Bouwnijverheid";"2011";"      36";"      39";"      26";"      43"
"Vrouwen";"Werknemers";"F Bouwnijverheid";"2012";"      36";"      39";"      25";"      42"
"Vrouwen";"Werknemers";"F Bouwnijverheid";"2013";"      33";"      36";"      23";"      40"
"Vrouwen";"Werknemers";"F Bouwnijverheid";"2014";"      32";"      35";"      23";"      39"
"Vrouwen";"Werknemers";"F Bouwnijverheid";"2015";"      32";"      34";"      22";"      38"
"Vrouwen";"Werknemers";"F Bouwnijverheid";"2016";"      32";"      35";"      23";"      38"
"Vrouwen";"Werknemers";"F Bouwnijverheid";"2017*";"      33";"      36";"      24";"      40"
"Vrouwen";"Werknemers";"F Bouwnijverheid";"2018*";"      35";"      38";"      25";"      42"
"Vrouwen";"Werknemers";"G-I Handel, vervoer en horeca";"2008";"     794";"     851";"     479";"     829"
"Vrouwen";"Werknemers";"G-I Handel, vervoer en horeca";"2009";"     789";"     845";"     470";"     813"
"Vrouwen";"Werknemers";"G-I Handel, vervoer en horeca";"2010";"     795";"     852";"     473";"     798"
"Vrouwen";"Werknemers";"G-I Handel, vervoer en horeca";"2011";"     806";"     866";"     476";"     812"
"Vrouwen";"Werknemers";"G-I Handel, vervoer en horeca";"2012";"     811";"     870";"     475";"     807"
"Vrouwen";"Werknemers";"G-I Handel, vervoer en horeca";"2013";"     805";"     863";"     469";"     800"
"Vrouwen";"Werknemers";"G-I Handel, vervoer en horeca";"2014";"     813";"     872";"     469";"     807"
"Vrouwen";"Werknemers";"G-I Handel, vervoer en horeca";"2015";"     831";"     890";"     477";"     818"
"Vrouwen";"Werknemers";"G-I Handel, vervoer en horeca";"2016";"     844";"     904";"     494";"     844"
"Vrouwen";"Werknemers";"G-I Handel, vervoer en horeca";"2017*";"     867";"     929";"     514";"     873"
"Vrouwen";"Werknemers";"G-I Handel, vervoer en horeca";"2018*";"     896";"     960";"     536";"     909"
"Vrouwen";"Werknemers";"G Handel";"2008";"     563";"     595";"     345";"     598"
"Vrouwen";"Werknemers";"G Handel";"2009";"     560";"     591";"     338";"     585"
"Vrouwen";"Werknemers";"G Handel";"2010";"     563";"     594";"     339";"     571"
"Vrouwen";"Werknemers";"G Handel";"2011";"     570";"     603";"     340";"     579"
"Vrouwen";"Werknemers";"G Handel";"2012";"     570";"     602";"     338";"     574"
"Vrouwen";"Werknemers";"G Handel";"2013";"     563";"     594";"     332";"     566"
"Vrouwen";"Werknemers";"G Handel";"2014";"     565";"     597";"     330";"     568"
"Vrouwen";"Werknemers";"G Handel";"2015";"     575";"     607";"     333";"     571"
"Vrouwen";"Werknemers";"G Handel";"2016";"     581";"     613";"     342";"     586"
"Vrouwen";"Werknemers";"G Handel";"2017*";"     595";"     628";"     353";"     601"
"Vrouwen";"Werknemers";"G Handel";"2018*";"     611";"     645";"     367";"     622"
"Vrouwen";"Werknemers";"H Vervoer en opslag";"2008";"      83";"      88";"      56";"     101"
"Vrouwen";"Werknemers";"H Vervoer en opslag";"2009";"      83";"      89";"      56";"      99"
"Vrouwen";"Werknemers";"H Vervoer en opslag";"2010";"      82";"      88";"      56";"      95"
"Vrouwen";"Werknemers";"H Vervoer en opslag";"2011";"      83";"      89";"      57";"      97"
"Vrouwen";"Werknemers";"H Vervoer en opslag";"2012";"      84";"      91";"      57";"      97"
"Vrouwen";"Werknemers";"H Vervoer en opslag";"2013";"      85";"      91";"      57";"      96"
"Vrouwen";"Werknemers";"H Vervoer en opslag";"2014";"      84";"      91";"      56";"      96"
"Vrouwen";"Werknemers";"H Vervoer en opslag";"2015";"      85";"      91";"      56";"      96"
"Vrouwen";"Werknemers";"H Vervoer en opslag";"2016";"      85";"      91";"      58";"      98"
"Vrouwen";"Werknemers";"H Vervoer en opslag";"2017*";"      86";"      92";"      61";"     102"
"Vrouwen";"Werknemers";"H Vervoer en opslag";"2018*";"      91";"      98";"      65";"     108"
"Vrouwen";"Werknemers";"I Horeca";"2008";"     148";"     168";"      78";"     130"
"Vrouwen";"Werknemers";"I Horeca";"2009";"     146";"     165";"      76";"     128"
"Vrouwen";"Werknemers";"I Horeca";"2010";"     150";"     169";"      78";"     132"
"Vrouwen";"Werknemers";"I Horeca";"2011";"     154";"     174";"      79";"     136"
"Vrouwen";"Werknemers";"I Horeca";"2012";"     157";"     177";"      80";"     136"
"Vrouwen";"Werknemers";"I Horeca";"2013";"     158";"     177";"      81";"     138"
"Vrouwen";"Werknemers";"I Horeca";"2014";"     164";"     184";"      83";"     143"
"Vrouwen";"Werknemers";"I Horeca";"2015";"     171";"     193";"      88";"     151"
"Vrouwen";"Werknemers";"I Horeca";"2016";"     178";"     200";"      94";"     160"
"Vrouwen";"Werknemers";"I Horeca";"2017*";"     186";"     209";"     100";"     170"
"Vrouwen";"Werknemers";"I Horeca";"2018*";"     194";"     217";"     105";"     180"
"Vrouwen";"Werknemers";"J Informatie en communicatie";"2008";"      65";"      68";"      54";"      93"
"Vrouwen";"Werknemers";"J Informatie en communicatie";"2009";"      64";"      67";"      52";"      90"
"Vrouwen";"Werknemers";"J Informatie en communicatie";"2010";"      60";"      63";"      49";"      83"
"Vrouwen";"Werknemers";"J Informatie en communicatie";"2011";"      61";"      64";"      49";"      83"
"Vrouwen";"Werknemers";"J Informatie en communicatie";"2012";"      61";"      64";"      49";"      83"
"Vrouwen";"Werknemers";"J Informatie en communicatie";"2013";"      59";"      62";"      48";"      82"
"Vrouwen";"Werknemers";"J Informatie en communicatie";"2014";"      59";"      62";"      49";"      84"
"Vrouwen";"Werknemers";"J Informatie en communicatie";"2015";"      61";"      64";"      51";"      87"
"Vrouwen";"Werknemers";"J Informatie en communicatie";"2016";"      64";"      67";"      53";"      91"
"Vrouwen";"Werknemers";"J Informatie en communicatie";"2017*";"      68";"      71";"      56";"      96"
"Vrouwen";"Werknemers";"J Informatie en communicatie";"2018*";"      71";"      74";"      59";"     101"
"Vrouwen";"Werknemers";"K Financiële dienstverlening";"2008";"     117";"     123";"      97";"     163"
"Vrouwen";"Werknemers";"K Financiële dienstverlening";"2009";"     116";"     121";"      96";"     161"
"Vrouwen";"Werknemers";"K Financiële dienstverlening";"2010";"     112";"     117";"      93";"     152"
"Vrouwen";"Werknemers";"K Financiële dienstverlening";"2011";"     108";"     114";"      91";"     150"
"Vrouwen";"Werknemers";"K Financiële dienstverlening";"2012";"     106";"     112";"      89";"     146"
"Vrouwen";"Werknemers";"K Financiële dienstverlening";"2013";"     105";"     109";"      87";"     144"
"Vrouwen";"Werknemers";"K Financiële dienstverlening";"2014";"     100";"     105";"      84";"     141"
"Vrouwen";"Werknemers";"K Financiële dienstverlening";"2015";"      99";"     102";"      83";"     137"
"Vrouwen";"Werknemers";"K Financiële dienstverlening";"2016";"      97";"      99";"      81";"     135"
"Vrouwen";"Werknemers";"K Financiële dienstverlening";"2017*";"      92";"      95";"      77";"     130"
"Vrouwen";"Werknemers";"K Financiële dienstverlening";"2018*";"      89";"      92";"      75";"     126"
"Vrouwen";"Werknemers";"L Verhuur en handel van onroerend goed";"2008";"      33";"      35";"      26";"      44"
"Vrouwen";"Werknemers";"L Verhuur en handel van onroerend goed";"2009";"      34";"      36";"      26";"      44"
"Vrouwen";"Werknemers";"L Verhuur en handel van onroerend goed";"2010";"      31";"      33";"      24";"      39"
"Vrouwen";"Werknemers";"L Verhuur en handel van onroerend goed";"2011";"      31";"      33";"      24";"      38"
"Vrouwen";"Werknemers";"L Verhuur en handel van onroerend goed";"2012";"      30";"      32";"      23";"      37"
"Vrouwen";"Werknemers";"L Verhuur en handel van onroerend goed";"2013";"      29";"      30";"      22";"      36"
"Vrouwen";"Werknemers";"L Verhuur en handel van onroerend goed";"2014";"      29";"      30";"      22";"      36"
"Vrouwen";"Werknemers";"L Verhuur en handel van onroerend goed";"2015";"      29";"      31";"      22";"      37"
"Vrouwen";"Werknemers";"L Verhuur en handel van onroerend goed";"2016";"      29";"      31";"      23";"      37"
"Vrouwen";"Werknemers";"L Verhuur en handel van onroerend goed";"2017*";"      30";"      32";"      23";"      39"
"Vrouwen";"Werknemers";"L Verhuur en handel van onroerend goed";"2018*";"      31";"      33";"      24";"      39"
"Vrouwen";"Werknemers";"M-N Zakelijke dienstverlening";"2008";"     575";"     644";"     405";"     698"
"Vrouwen";"Werknemers";"M-N Zakelijke dienstverlening";"2009";"     555";"     621";"     388";"     665"
"Vrouwen";"Werknemers";"M-N Zakelijke dienstverlening";"2010";"     515";"     568";"     352";"     591"
"Vrouwen";"Werknemers";"M-N Zakelijke dienstverlening";"2011";"     514";"     568";"     352";"     596"
"Vrouwen";"Werknemers";"M-N Zakelijke dienstverlening";"2012";"     514";"     567";"     352";"     596"
"Vrouwen";"Werknemers";"M-N Zakelijke dienstverlening";"2013";"     507";"     560";"     348";"     593"
